key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_000,阿絲拜託我在此負責回答有關「戀人節」活動的疑問。<hex:02100103>您有什麼不明白的，請儘管開口。
1,TEXT_FESVLT2026GUIDE_00937_Q1_000_001,想了解什麼？
2,TEXT_FESVLT2026GUIDE_00937_A1_000_001,你們在這裡是做什麼的？
3,TEXT_FESVLT2026GUIDE_00937_A1_000_002,什麼是「戀人節」？
4,TEXT_FESVLT2026GUIDE_00937_A1_000_003,「阿絲特麗德」是什麼人？
5,TEXT_FESVLT2026GUIDE_00937_A1_000_004,「埃米莉」是什麼人？
6,TEXT_FESVLT2026GUIDE_00937_A1_000_005,「莉賽特·德·瓦倫提昂」是什麼人？	『
7,TEXT_FESVLT2026GUIDE_00937_A1_000_006,「奧爾特芬斯」是什麼人？
8,TEXT_FESVLT2026GUIDE_00937_A1_000_007,「庫普卡·叩普」是什麼人？
9,TEXT_FESVLT2026GUIDE_00937_A1_000_008,取消
10,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_010,我們是「愛情傳道士」。<hex:02100103>值此「戀人節」之際，為了讓大家體會「愛」的美好，<hex:02100103>從伊修加德遠道而來。
11,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_011,每個人都有深藏心底的愛戀，<hex:02100103>為了能將這份感情傳達給最心愛的那個人，<hex:02100103>我們舉辦了本次活動，希望大家的愛都能邁出勇敢的一步。
12,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_012,活動在格里達尼亞舉行，<hex:02100103>如果有時間的話，請務必來參加哦！
13,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_020,「戀人節」，<hex:02100103>是為了紀念古伊修加德貴族「阿拉貝爾·德·瓦倫提昂伯爵」的節日。<hex:02100103>她一生都貫徹著對愛情的執著。
14,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_021,在這個節日裡，我們感服於她的勇氣，讚美她的愛情，<hex:02100103>將自己的「愛」與禮物一起傳達給心上人。
15,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_030,阿絲特麗德大人是一位年輕的活動主辦人，<hex:02100103>她帶領「愛情傳道士」努力為大家傳遞愛情之花，<hex:02100103>人們都喜歡叫她「阿絲」。
16,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_031,同時她也是阿拉貝爾·德·瓦倫提昂大人的後代。<hex:02100103>她會在舞台附近和大家交流與愛情相關的問題，<hex:02100103>如果您見到她，請不要太拘謹，輕鬆地向她問好吧。
17,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_032,她是阿拉貝爾·德·瓦倫提昂大人的後代。<hex:02100103>她現在在格里達尼亞舉辦戀人節，<hex:02100103>見到她的話請輕鬆地向她問好吧。
18,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_040,埃米莉是出身於格里達尼亞的見習愛情傳道士。
19,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_041,她與阿絲是同齡的夥伴，<hex:02100103>現在二人正在愛情傳道士的事業上一同努力。<hex:02100103>如果您見到她，請不要太拘謹，輕鬆地向她問好吧。
20,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_042,她與阿絲是同齡的夥伴，<hex:02100103>現在二人正在愛情傳道士的事業上一同努力。<hex:02100103>她現在在格里達尼亞，見到她的話請輕鬆地向她問好吧。
21,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_050,曾經帶領我們「愛情傳道士」在世界各地播撒愛情之花的，<hex:02100103>正是這位名門偶像「莉賽特·德·瓦倫提昂」。
22,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_051,作為瓦倫提昂家伯爵的大小姐她曾負責舉辦戀人節，<hex:02100103>之後她又將相關工作交給自己的表妹阿絲。<hex:02100103>現在正作為一名愛情傳道士而活動。
23,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_052,作為瓦倫提昂家伯爵的大小姐她曾負責舉辦戀人節，<hex:02100103>之後她又將相關工作交給自己的表妹阿絲。<hex:02100103>現在正作為一名愛情傳道士而活動。
24,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_060,奧爾特芬斯是小莉的未婚夫，<hex:02100103>同時也是一位愛情傳道士。
25,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_061,小莉曾經救助過瀕死的奧爾特芬斯，<hex:02100103>之後二人再次相遇並定下了婚約。<hex:02100103>他和小莉在為大家加油的同時也在經營著自己的愛情。
26,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_062,小莉曾經救助過瀕死的奧爾特芬斯，<hex:02100103>之後二人再次相遇並定下了婚約。<hex:02100103>他和小莉在為大家加油的同時也在經營著自己的愛情。
27,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_070,庫普卡·叩普閣下既是郵差莫古力，又是我們愛情傳道士的一員。<hex:02100103>他專門負責配送各種飽含愛意的禮物，將愛情帶往每一人的身邊。<hex:02100103>他也經常會來協助我們舉辦戀人節的活動。
28,TEXT_FESVLT2026GUIDE_00937_MAIDVLT00937_000_071,他身上最顯著的標誌就是那獨特的心形絨球，<hex:02100103>許多人會向他的心形絨球祈禱，希望自己能與有情人終成眷屬。<hex:02100103>如果你有愛的禮物，請一定記得委託庫普卡·叩普閣下為你傳遞。
