key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_000,咦，你是……太榮幸了！真沒想到會在這裡遇到你！<hex:02100103>我正在負責為新加入探索計劃的協助者們介紹這裡的資訊。<hex:02100103>如果你有什麼想了解的，請儘管問我！
1,TEXT_CTSWKS72MOONGATEHUB_00934_Q1_000_000,想了解什麼？
2,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_001,你是做什麼的？
3,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_002,關於憧憬灣
4,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_003,關於宇宙門關
5,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_004,關於葫蘆小灣
6,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_005,關於婚慶威的實驗園
7,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_006,關於閃亮山
8,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_007,關於月底
9,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_008,關於基地周邊的設施
10,TEXT_CTSWKS72MOONGATEHUB_00934_A1_000_009,取消
11,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_001,我原本在迷津的公堂保管院擔任研究助手，負責分類整理資料。<hex:02100103>懷著將這份經驗應用於宇宙探索的想法，我來到了這裡。
12,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_002,以參與過逃離星球計劃的研究人員為中心，<hex:02100103>很多來自薩雷安的人加入了進來。<hex:02100103>雖然項目的方向不同，但大家似乎都在繼續之前的研究！
13,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_003,當然，我從未想過如此密切地和兔兔族共事，<hex:02100103>更沒想過自己會踏上月球。<hex:02100103>雖然這裡到處都是熟悉的面孔，但每天的生活都充滿著新鮮感。
14,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_004,憧憬灣是一片巨型隕坑區域，宇宙探索計劃就以這裡為中心展開。<hex:02100103>這片地區被隕坑的外緣環繞，可以建立起穩定的環境。
15,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_005,更重要的是，這裡容易與宇宙中循環的宙脈建立連接，<hex:02100103>非常適合作為探索計劃中宇宙飛船的起降點。<hex:02100103>通俗來說，這裡就類似於地脈節點一樣。
16,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_006,據說命名威在數千年前曾為嘆息海等<hex:02100103>月面各處的地點起了名字，也包括這裡。<hex:02100103>而這次他重新為這片區域賦予了名稱和意義。
17,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_007,宇宙門關是月門基地的所在地，<hex:02100103>也是隕坑和探索計劃的核心地帶。<hex:02100103>正如其名，那裡是我們通往宇宙的門關。
18,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_008,月上跳跳城和宇宙港都在那裡，<hex:02100103>計劃參與者們的居住艙也都竣工了。<hex:02100103>最近那邊熱鬧得簡直就像個小鎮一樣。
19,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_009,哈哈，如果人類向宇宙的探索能長久持續下去的話，<hex:02100103>這片土地遲早會像宇宙港一樣繁榮！
20,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_010,葫蘆小灣位於憧憬灣西北部，<hex:02100103>是有著葫蘆形大泉眼的小型隕坑。
21,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_011,月面岩區大多都是些有毒的魔泉，<hex:02100103>但那裡卻通過中控水晶的環境調控維持著與地表淡水無異的水質。
22,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_012,那附近還發現了富含偏屬性水晶塊的岩區。<hex:02100103>岩區到現在都還會不定期噴發出新的結晶。<hex:02100103>表象之中看似歲月靜好，地下的乙太卻暗藏著混沌。
23,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_013,婚慶威的實驗園位於憧憬灣東南部，<hex:02100103>是利用月球環境的特性打造的植被實驗區。<hex:02100103>那裡最有特點的便是鋪滿地面的粉色苔蘚與花草。
24,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_014,那裡還有一片名為砷海的魔泉。<hex:02100103>雖然顏色如同南洋的海面一樣美麗，實際卻極其危險。
25,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_015,然而那周圍的菌類和植物卻把砷海的水當成珍貴的水源……<hex:02100103>好像有研究說那些菌類可以過濾魔泉的水。
26,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_016,閃亮山是憧憬灣西南部被山巒狀隆起的水晶簇環繞的小隕坑。<hex:02100103>人們可以通過穿行威隧道進入其內部。
27,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_017,坑內殘留著疑似亞拉戈文明的觀察艇殘骸。
28,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_018,那個殘骸和嘆息海的海姆達爾級觀察艇殘骸屬於同一艘飛船，<hex:02100103>當初應該是在很高的上空爆炸解體，分別墜落到了這兩個地方。<hex:02100103>第七靈災的慘烈程度在此可見一斑……
29,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_019,月底是憧憬灣東北部地裂之下的巨大空洞，<hex:02100103>需要乘坐月底升降梯才能到達。
30,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_020,地下空間裡既有銳利的水晶塊群，也有魔泉瀑布，<hex:02100103>還有長滿菌類的微型生態區。<hex:02100103>那裡彷彿自成一個世界一般。
31,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_021,我們還籌劃了多項只有在那種封閉環境中才能完成的實驗，<hex:02100103>希望能在未來登陸的星球上應用這些成果。
32,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_022,月門基地的周邊已經建成了發電站和供水站等生活保障設施。<hex:02100103>它們均在中控水晶的調控下運轉。
33,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_023,這些設施融合了兔兔族與人類的技術，<hex:02100103>是亞伊太利斯上從未實現過的最尖端的科技。<hex:02100103>為了提高運行時的安全性，所有操作均會留下日誌。
34,TEXT_CTSWKS72MOONGATEHUB_00934_WHISPERINGWILLOW_000_024,宇宙探索無法預知目的地的環境狀態。<hex:02100103>如何保證充足的能源與供水<hex:02100103>是必須在月球研究清楚的優先順序最高的任務。
