key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_000,似乎是研究人員的私人移動終端。
1,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_010,要查看裡面的內容嗎？
2,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_020,(-日記文件1-)今天我入職了保全院，<hex:02100103>雖然從來沒聽說過這個組織，但收到邀請信時，<hex:02100103>我的第一感覺是這裡的工作比做醫生有趣得多。
3,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_021,(-日記文件2-)我的直覺是對的。<hex:02100103>卡琉克斯大人的理念，正是我一直在暗暗思考的東西……<hex:02100103>人類必須擺脫肉體的枷鎖，實現進化。
4,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_022,(-日記文件4-)我今天見到了所長迪米特裡厄斯。<hex:02100103>雖然聽別人說他也是個天才，<hex:02100103>但和卡琉克斯大人相比，他簡直就是一隻剛剛孵化的小雞崽。
5,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_023,(-日記文件9-)今天早上我視察了最上層的活著的記憶。<hex:02100103>如我所料，維持永久人的生命力乙太嚴重不足，<hex:02100103>可「斯菲因大人」似乎還在做無謂的掙扎。
6,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_024,(-日記文件14-)包括第二實驗室的主任在內，<hex:02100103>米拉拉族研究人員的行為好像都有些古怪。<hex:02100103>要不要向所長彙報呢……？
7,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_025,(-日記文件18-)我收到了一份通知，上面要求我從明天開始協助第二實驗室進行研究。<hex:02100103>據說那裡要進行大型實驗，但卻並沒有告訴我具體內容……<hex:02100103>得先備份一下記憶。
8,TEXT_REGSAKPRESERVATIONLABO1ST_00950_SYSTEM_000_026,日記一共只有這些……
