key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_CTSWKSENTRANCE_00921_ANOTHER_WORLD,需返回原始伺服器才能前往探索場景。
1,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_000,要做什麼？
2,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_001,前往憧憬灣
3,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_002,對話
4,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_003,取消
5,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_004,宇宙探索計劃似乎進展得很順利啊。<hex:02100103>我一直都在接送你這樣的協助者，<hex:02100103>能幫上大家的忙就好，我也挺有成就感的。
6,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_005,移動到探索場景
7,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_006,切換副本區
8,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_007,返回最佳威兔洞
9,TEXT_CTSWKSENTRANCE_00921_FIRST_TALK_U5F1,哦，是你啊。<hex:02100103>需要用我的月球車嗎？
10,TEXT_CTSWKSENTRANCE_00921_FIRST_TALK_C1W1,要乘坐銀河威號前往其他星球嗎？
11,TEXT_CTSWKSENTRANCE_00921_FIRST_TALK_C1W2,要乘坐銀河威號前往其他星球嗎？
12,TEXT_CTSWKSENTRANCE_00921_FIRST_TALK_C1W3,ギャラクティックウェイ號に乗って、<hex:02100103>他の星に向かわれますか？
13,TEXT_CTSWKSENTRANCE_00921_TOPIC_TALK_C1W1,乘坐銀河威號的感覺如何？<hex:02100103>就用這應用了諸神黃昏號技術的宙脈跳躍，<hex:02100103>盡情享受在宇宙航行吧！
14,TEXT_CTSWKSENTRANCE_00921_TOPIC_TALK_C1W2,除了受中控水晶控制的這一帶以外，<hex:02100103>法恩娜行星基本上都漂浮著能下起玻璃雨的矽雲。<hex:02100103>能安全向大氣圈外出發的只有這裡！
15,TEXT_CTSWKSENTRANCE_00921_TOPIC_TALK_C1W3,惑星オイジュスへの著陸は、緊張しますね……！<hex:02100103>星外の環をくぐるも、もし上空の重力球に近づきすぎてしまえば、<hex:02100103>船が推力を大きく崩して、不時著しかねませんから。
16,TEXT_CTSWKSENTRANCE_00921_SYSTEM_000_008,移動到其他探索場景
