key,0,1
#,,
offset,0,4
int32,str,str
0,TEXT_KINGZD303_05116_SEQ_00,<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整<hex:0249020103><hex:0248020103><hex:02100103>瑪穆克的高圖加想要聊聊自己收集到的情報。
1,TEXT_KINGZD303_05116_SEQ_01,※本任務為<hex:024804F201FC03><hex:024904F201FD03><hex:0249020103><hex:0248020103> 等級調整任務。<hex:02100103><hex:02100103>和高圖加進行了交談，了解到犀蜴造成的損害還在增加。在思考無需戰鬥也能驅趕犀蜴的方法的過程中，高圖加想到可以將犀蜴厭惡的氣味安置在煙霧彈中將其趕走的妙招。於是高圖加負責製作煙霧彈，由冒險者負責準備犀蜴厭惡的氣味。從瑪穆克的巴叩加打聽關於犀蜴厭惡的氣味。
2,TEXT_KINGZD303_05116_SEQ_02,從巴叩加那裡了解到，犀蜴特別討厭<hex:022811FF0A>EventItem<hex:F61E92BE0103>碾碎時散發的氣味。前往亞克特爾樹海的抱擁天坑附近採集生長良好氣味強烈的<hex:02280CFF05>EObj<hex:F61EBBC70103>。
3,TEXT_KINGZD303_05116_SEQ_03,獲取了<hex:022811FF0A>EventItem<hex:F61E92BE0103>。為了完成煙霧彈的製作，將其交給瑪穆克的高圖加。
4,TEXT_KINGZD303_05116_SEQ_04,將<hex:022811FF0A>EventItem<hex:F61E92BE0103>交給了高圖加，完成了煙霧彈的製作。為了確認是否對犀蜴有效，繼續為高圖加提供幫助。
5,TEXT_KINGZD303_05116_SEQ_05,
6,TEXT_KINGZD303_05116_SEQ_06,
7,TEXT_KINGZD303_05116_SEQ_07,
8,TEXT_KINGZD303_05116_SEQ_08,
9,TEXT_KINGZD303_05116_SEQ_09,
10,TEXT_KINGZD303_05116_SEQ_10,
11,TEXT_KINGZD303_05116_SEQ_11,
12,TEXT_KINGZD303_05116_SEQ_12,
13,TEXT_KINGZD303_05116_SEQ_13,
14,TEXT_KINGZD303_05116_SEQ_14,
15,TEXT_KINGZD303_05116_SEQ_15,
16,TEXT_KINGZD303_05116_SEQ_16,
17,TEXT_KINGZD303_05116_SEQ_17,
18,TEXT_KINGZD303_05116_SEQ_18,
19,TEXT_KINGZD303_05116_SEQ_19,
20,TEXT_KINGZD303_05116_SEQ_20,
21,TEXT_KINGZD303_05116_SEQ_21,
22,TEXT_KINGZD303_05116_SEQ_22,
23,TEXT_KINGZD303_05116_SEQ_23,
24,TEXT_KINGZD303_05116_TODO_00,和巴叩加對話
25,TEXT_KINGZD303_05116_TODO_01,在抱擁天坑獲取<hex:022811FF0A>EventItem<hex:F61E92BE0103>
26,TEXT_KINGZD303_05116_TODO_02,將<hex:022811FF0A>EventItem<hex:F61E92BE0103>交給高圖加
27,TEXT_KINGZD303_05116_TODO_03,
28,TEXT_KINGZD303_05116_TODO_04,
29,TEXT_KINGZD303_05116_TODO_05,
30,TEXT_KINGZD303_05116_TODO_06,
31,TEXT_KINGZD303_05116_TODO_07,
32,TEXT_KINGZD303_05116_TODO_08,
33,TEXT_KINGZD303_05116_TODO_09,
34,TEXT_KINGZD303_05116_TODO_10,
35,TEXT_KINGZD303_05116_TODO_11,
36,TEXT_KINGZD303_05116_TODO_12,
37,TEXT_KINGZD303_05116_TODO_13,
38,TEXT_KINGZD303_05116_TODO_14,
39,TEXT_KINGZD303_05116_TODO_15,
40,TEXT_KINGZD303_05116_TODO_16,
41,TEXT_KINGZD303_05116_TODO_17,
42,TEXT_KINGZD303_05116_TODO_18,
43,TEXT_KINGZD303_05116_TODO_19,
44,TEXT_KINGZD303_05116_TODO_20,
45,TEXT_KINGZD303_05116_TODO_21,
46,TEXT_KINGZD303_05116_TODO_22,
47,TEXT_KINGZD303_05116_TODO_23,
48,TEXT_KINGZD303_05116_SHIIDILJA_000_000,能平安回來真是太好了……<hex:02100103>我們先了解一下我丈夫收集到的情報吧。
49,TEXT_KINGZD303_05116_GOTOLLJA_000_010,我在瑪穆克問了一圈有沒有跟我們一樣遭到犀蜴襲擊的人，<hex:02100103>結果還真有幾起同樣的遇襲事件。
50,TEXT_KINGZD303_05116_GOTOLLJA_000_011,就連擅長應對犀蜴的朵普羅族也沒能倖免於難。<hex:02100103>甚至還有在道路邊上遭到襲擊的報告。
51,TEXT_KINGZD303_05116_SHIIDILJA_000_012,怎麼會這樣……<hex:02100103>那豈不是沒法離開村子了！
52,TEXT_KINGZD303_05116_GOTOLLJA_000_013,是啊，但問題還不止於此。<hex:02100103>對於我們輝鱗族來說，<hex:02100103>犀蜴是兼具騎乘和運貨功能的家畜。
53,TEXT_KINGZD303_05116_GOTOLLJA_000_014,或許獵人能幫我們解決犀蜴，<hex:02100103>但真的失去了它們，就又輪到我們發愁了。
54,TEXT_KINGZD303_05116_GOTOLLJA_000_015,事已至此，<hex:02100103>果然還是得由我這個退休的傭兵來保護同胞們了！
55,TEXT_KINGZD303_05116_SHIIDILJA_000_016,但是你傷病在身，怎麼對付它們？<hex:02100103>上次要不是因為有這位冒險者幫忙……我很擔心你啊！
56,TEXT_KINGZD303_05116_Q1_000_000,要說什麼？
57,TEXT_KINGZD303_05116_A1_000_001,設計個陷阱如何？
58,TEXT_KINGZD303_05116_A1_000_002,目的應該不是打倒它們
59,TEXT_KINGZD303_05116_GOTOLLJA_000_017,對啊，如果目的是為了人們的安全，<hex:02100103>那就不是非得戰鬥不可了……<hex:02100103>可以設計個陷阱趕走它們。
60,TEXT_KINGZD303_05116_GOTOLLJA_000_018,比如只要知道犀蜴厭惡的氣味，<hex:02100103>就可以做些準備避免它們靠近。
61,TEXT_KINGZD303_05116_GOTOLLJA_000_019,如果這樣還是無法避免遇到它們的話……<hex:02100103>那我傭兵時代用過的煙霧彈說不定能派上用場。<hex:02100103>即使是沒有戰鬥力的普通人，也能用它爭取一些逃跑的時間。
62,TEXT_KINGZD303_05116_GOTOLLJA_000_020,好，定下了方針那接下來就是實踐了。<hex:02100103>我來負責製作煙霧彈。
63,TEXT_KINGZD303_05116_SHIIDILJA_000_022,我也來幫忙。<hex:02100103>要是人手一份的話那可是不小的數目啊……
64,TEXT_KINGZD303_05116_GOTOLLJA_100_022,在此期間就麻煩你尋找犀蜴的弱點了。<hex:02100103>你可以去找犀蜴馴獸師巴叩加，<hex:02100103>他會告訴你犀蜴厭惡的氣味是什麼。
65,TEXT_KINGZD303_05116_GOTOLLJA_000_023,可以的話最好能把散發氣味的素材也弄來。<hex:02100103>如果能安置到煙霧彈裡，那肯定效果倍增。<hex:02100103>拜託了。
66,TEXT_KINGZD303_05116_BAKOOLJA_000_030,嗯，你想知道犀蜴厭惡的氣味啊？<hex:02100103>這個嘛……
67,TEXT_KINGZD303_05116_BAKOOLJA_000_031,原來如此，我有同伴也曾遭到過亢奮狀態的犀蜴襲擊。<hex:02100103>既然是這樣的話，你可以試試<hex:022811FF0A>EventItem<hex:F61E92BE0103>。
